Table_Number,Year,Measure,Indigenous_Status,Law_Enforced,Court_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust cts,Aust
7A.30,2020-21,Full-time equivalent staff,All people,Civil,Family,,Full-time equivalent staff per 1000 finalisations,All civil staff,WA Family court,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,8.1,..,..,..,..,..,8.1
7A.30,2020-21,Full-time equivalent staff,All people,Civil,FCFCOA (Division 1) and FCFCOA (Division 2),,Full-time equivalent staff per 1000 finalisations,All civil staff,FCFCOA (Division 1) and FCFCOA (Division 2),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,na,na
7A.30,2020-21,Full-time equivalent staff,All people,Civil,Coroners',,Full-time equivalent staff per 1000 finalisations,All civil staff,Coroners' courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.9,17.5,12.3,16.9,9.7,11,34.2,24.5,..,12.4
7A.30,2020-21,Full-time equivalent staff,All people,Criminal and civil,All criminal and civil courts,,Full-time equivalent staff per 1000 finalisations,Total criminal and civil staff,All criminal and civil courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.9,8.7,4,6.4,8.3,5.8,12.2,7.3,na,na
7A.30,2019-20,Full-time equivalent staff,All people,Criminal,All criminal courts,,Full-time equivalent staff per 1000 finalisations,All criminal staff,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,7,6.9,4.2,4.7,9.5,5.2,12,7.6,..,6.1
7A.30,2019-20,Full-time equivalent staff,All people,Criminal,Supreme,,Full-time equivalent staff per 1000 finalisations,All criminal staff,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,176.3,188.3,19,106.8,182.7,57.7,126.4,67,..,70.5
7A.30,2019-20,Full-time equivalent staff,All people,Criminal,District/county,,Full-time equivalent staff per 1000 finalisations,All criminal staff,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,38.8,60.8,19.5,55.4,80.3,..,..,..,..,40.3
7A.30,2019-20,Full-time equivalent staff,All people,Criminal,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),rate,4.5,4.6,3.1,2.7,6.4,3,6.4,4.9,..,4
7A.30,2019-20,Full-time equivalent staff,All people,Criminal,Children's,,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),rate,5.2,3.2,4.1,3.3,4.2,3.6,14.7,5.9,..,4.2
7A.30,2019-20,Full-time equivalent staff,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,Full-time equivalent staff per 1000 finalisations,All civil staff,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.4,8,5.1,6.1,6.9,6.1,13.4,8.6,..,6.3
7A.30,2019-20,Full-time equivalent staff,All people,Civil,Supreme,,Full-time equivalent staff per 1000 finalisations,All civil staff,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,36.9,47.5,32.2,47.6,50.5,33.2,40.4,74.4,..,41.4
7A.30,2019-20,Full-time equivalent staff,All people,Civil,District/county,,Full-time equivalent staff per 1000 finalisations,All civil staff,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,18.1,21.3,12.8,6.1,32.1,..,..,..,..,16.1
7A.30,2019-20,Full-time equivalent staff,All people,Civil,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All civil staff,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,2.6,3.3,2.9,3.9,3,2.6,8.5,5.3,..,3.1
7A.30,2019-20,Full-time equivalent staff,All people,Civil,Children's,,Full-time equivalent staff per 1000 finalisations,All civil staff,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.7,16.2,3.6,5.1,11.1,3.5,15.1,8.7,..,8.6
7A.30,2019-20,Full-time equivalent staff,All people,Civil,Federal Court of Australia,,Full-time equivalent staff per 1000 finalisations,All civil staff,Federal Court of Australia,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,60.9,60.9
7A.30,2019-20,Full-time equivalent staff,All people,Civil,Family,,Full-time equivalent staff per 1000 finalisations,All civil staff,WA Family court,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,9,..,..,..,..,..,9
7A.30,2019-20,Full-time equivalent staff,All people,Civil,FCFCOA (Division 1) and FCFCOA (Division 2),,Full-time equivalent staff per 1000 finalisations,All civil staff,FCFCOA (Division 1) and FCFCOA (Division 2),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,na,na
7A.30,2019-20,Full-time equivalent staff,All people,Civil,Coroners',,Full-time equivalent staff per 1000 finalisations,All civil staff,Coroners' courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,4.7,16,12.3,12.8,10.3,11.5,14.2,21,..,11.2
7A.30,2019-20,Full-time equivalent staff,All people,Criminal and civil,All criminal and civil courts,,Full-time equivalent staff per 1000 finalisations,Total criminal and civil staff,All criminal and civil courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,6.3,7.6,4.6,5.8,8.6,5.7,12.6,8.1,na,na
7A.30,2018-19,Full-time equivalent staff,All people,Criminal,All criminal courts,,Full-time equivalent staff per 1000 finalisations,All criminal staff,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,5.6,5.5,3.3,4.1,9.1,4.8,10.4,6.8,..,5
7A.30,2018-19,Full-time equivalent staff,All people,Criminal,Supreme,,Full-time equivalent staff per 1000 finalisations,All criminal staff,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,178.9,202.9,19.4,85.7,145.8,69.5,96.8,61.4,..,70.6
7A.30,2018-19,Full-time equivalent staff,All people,Criminal,District/county,,Full-time equivalent staff per 1000 finalisations,All criminal staff,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,32.3,52.6,18,50,64.1,..,..,..,..,35.2
7A.30,2018-19,Full-time equivalent staff,All people,Criminal,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),rate,3.5,3.6,2.4,2.3,6.1,2.8,5.6,4.4,..,3.3
7A.30,2018-19,Full-time equivalent staff,All people,Criminal,Children's,,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),rate,5.4,2.3,3.3,2.7,4.1,3.3,13.2,5.2,..,3.5
7A.30,2018-19,Full-time equivalent staff,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,Full-time equivalent staff per 1000 finalisations,All civil staff,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.6,6.9,4.2,6.2,5.9,6.1,12.8,8.6,..,5.9
7A.30,2018-19,Full-time equivalent staff,All people,Civil,Supreme,,Full-time equivalent staff per 1000 finalisations,All civil staff,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,35.1,42.8,29.3,43.3,44,39.5,41.9,78.6,..,38.7
7A.30,2018-19,Full-time equivalent staff,All people,Civil,District/county,,Full-time equivalent staff per 1000 finalisations,All civil staff,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,19.8,20.7,10.4,6,28.6,..,..,..,..,15.8
7A.30,2018-19,Full-time equivalent staff,All people,Civil,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All civil staff,,Magistrates' courts only (excl. children's courts),,,Derived from Australian state and territory court authorities and departments (unpublished),rate,2.9,2.8,2.4,4,2.3,2.3,8,5.2,..,3
7A.30,2018-19,Full-time equivalent staff,All people,Civil,Children's,,Full-time equivalent staff per 1000 finalisations,All civil staff,,Children's courts,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.2,13.9,3.2,4,10.7,2.7,20.6,7.8,..,7.7
7A.30,2018-19,Full-time equivalent staff,All people,Civil,Federal Court of Australia,,Full-time equivalent staff per 1000 finalisations,All civil staff,Federal Court of Australia,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,54,54
7A.30,2018-19,Full-time equivalent staff,All people,Civil,Family,,Full-time equivalent staff per 1000 finalisations,All civil staff,WA Family court,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,8.8,..,..,..,..,..,8.8
7A.30,2018-19,Full-time equivalent staff,All people,Civil,FCFCOA (Division 1) and FCFCOA (Division 2),,Full-time equivalent staff per 1000 finalisations,All civil staff,FCFCOA (Division 1) and FCFCOA (Division 2),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,..,..,..,..,..,..,..,..,na,na
7A.30,2018-19,Full-time equivalent staff,All people,Civil,Coroners',,Full-time equivalent staff per 1000 finalisations,All civil staff,Coroners' courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.2,17.6,11.4,14.6,10.4,12.6,15.8,19.1,..,11.7
7A.30,2018-19,Full-time equivalent staff,All people,Criminal and civil,All criminal and civil courts,,Full-time equivalent staff per 1000 finalisations,Total criminal and civil staff,All criminal and civil courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.6,6.3,3.7,5.3,7.9,5.3,11.4,7.5,na,na
7A.30,2017-18,Full-time equivalent staff,All people,Criminal,All criminal courts,,Full-time equivalent staff per 1000 finalisations,All criminal staff,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,6,4.9,3.2,3.9,8.6,4.1,8,6.7,..,4.9
7A.30,2017-18,Full-time equivalent staff,All people,Criminal,Supreme,,Full-time equivalent staff per 1000 finalisations,All criminal staff,Supreme courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,201,190.5,18.4,74.2,143.8,61.7,92.5,64.7,..,66.6
7A.30,2017-18,Full-time equivalent staff,All people,Criminal,District/county,,Full-time equivalent staff per 1000 finalisations,All criminal staff,District/county courts,,,,Derived from State and territory court authorities and departments (unpublished),rate,35,53.9,17.9,45.6,53.3,..,..,..,..,36
7A.30,2017-18,Full-time equivalent staff,All people,Criminal,Magistrates' (excl. children's),,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),rate,3.8,3.2,2.4,2.3,5.9,2.5,4,4.3,..,3.2
7A.30,2017-18,Full-time equivalent staff,All people,Criminal,Children's,,Full-time equivalent staff per 1000 finalisations,All criminal staff,,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),rate,5,1.8,3.6,2.7,4.2,2.8,9.6,4.5,..,3.4
7A.30,2017-18,Full-time equivalent staff,All people,Civil,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,Full-time equivalent staff per 1000 finalisations,All civil staff,All civil courts (excl. the Federal Court of Australia; the FCFCOA (Division 1); the FCFCOA (Division 2); the WA Family court and the coroners' courts),,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,5.9,6.6,4,5.6,5.5,6,14,7.8,..,5.8
7A.30,2017-18,Full-time equivalent staff,All people,Civil,Supreme,,Full-time equivalent staff per 1000 finalisations,All civil staff,Supreme courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,43.4,43.5,29,39.2,44.4,36.7,44.3,72.9,..,41.1
7A.30,2017-18,Full-time equivalent staff,All people,Civil,District/county,,Full-time equivalent staff per 1000 finalisations,All civil staff,District/county courts,,,,Derived from Australian state and territory court authorities and departments (unpublished),rate,21.2,17.2,9.9,7.1,23.6,..,..,..,..,15.4
